national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,planting_rate,row_spacing,number_of_rows,planter_make,planter_model,previous_year_crop,seed_treatment,soil_test,soil_test_year,tillage_practice,shallow_till,shallow_trips,deep_till,deep_trips,estimated_percent,product_1,product_2,product_3,product_4,product_5,product_6,product_7,product_8,product_9,harvest_population,nitrogen,phosphorus,potash,trace_element,manure,when_applied_fall,when_applied_spring,when_applied_at_planting,when_applied_side_dress,start_fertilizer,nitrogen_surface,nitrogen_surface_times,nitrogen_incorporated,nitrogen_incorporated_times,nitrogen_irrigation,nitrogen_irrigation_times,irrigated,method,acres_inches,tillage_practice1,harvester_make,harvester_model,total_acres,date_harvested,row_spacing_1,total_length_of_all_rows,total_rows_width,acres_harvested,total_bushels_harvested,bushels_per_acres,recheck,recheck_reason,total_length_of_all_rows_recheck,total_rows_width_recheck,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
231,6,199.6763,NY,A:Conventional Non-Irrigated Class,99,2019-05-30,34900,20,24,John Deere,1795,Soybeans,NA,TRUE,2018,Conventional,TRUE,2,FALSE,0,0,Herbicide:Resicore,Herbicide:AAtrex NineO DF,NA,NA,NA,NA,NA,NA,NA,32500,197,76,92,Mg:1gal,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,197,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,82,2019-11-29,20,40140,1.6667,1.5358,306.6629,199.6763,First Check,No recheck required,0,1.6667,0,0,0
131,1,234.7764,CA,A:Conventional Non-Irrigated Class,111,2019-06-05,36000,30,8,White,8700,Corn,NA,FALSE,0,Conventional,TRUE,4,TRUE,2,0,Herbicide:Roundup PowerMax,Insecticide:Zeal,NA,NA,NA,NA,NA,NA,NA,30000,300,50,80,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,9500,15,2019-11-05,30,24792,2.5,1.4229,334.0634,234.7764,First Check,No recheck required,0,2.5,0,0,0
37,3,290.4626,NC,G:No-Till Irrigated Class,115,2019-04-28,36000,30,16,John Deere,1770NT,Wheat/Soybeans,Poncho 250,TRUE,2017,No-Till,FALSE,0,FALSE,0,75,Herbicide:Roundup PowerMax,Herbicide:Leadoff,Herbicide:Roundup PowerMax,Herbicide:Realm Q,Herbicide:Atrazine,NA,NA,NA,NA,34000,297,90,189,"B:, Zn:, S:",NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,0,TRUE,4,TRUE,Sprinkler,5,No-Till,John Deere,9770 STS,70,2019-09-11,30,25164,2.5,1.4442,419.4861,290.4626,First Check,No recheck required,0,2.5,0,0,0
83*,2,283.3863,AR,I:Conventional Irrigated Class,120,2019-03-28,36000,38,12,Great Plains,3PYP,Soybeans,Acceleron+Poncho 250,TRUE,2018,Conventional,TRUE,4,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,260,48,48,NA,Poultry:null,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,0,FALSE,0,TRUE,Furrow,8,Conventional,John Deere,6620,120,2019-09-03,38,55040,3.1667,4.0013,1133.9138,283.3863,First Check,No recheck required,0,3.1667,0,0,0
217*,*,253.7219,AR,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",117,2019-03-19,36000,38,12,Great Plains,3PYP,Soybeans,NA,FALSE,0,Ridge-Till,TRUE,2,FALSE,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,260,48,48,NA,Poultry:,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,0,FALSE,0,TRUE,Furrow,8,Ridge-Till,John Deere,6620,60,2019-09-04,38,58880,3.1667,4.2804,1086.0313,253.7219,First Check,No recheck required,0,3.1667,0,0,0
336*,*,202.4467,FL,I:Conventional Irrigated Class,118,2019-03-15,36500,30,8,John Deere,1700 MaxEmergePlus Vacuum,Sorghum,Poncho 1250+VOTiVO,TRUE,2018,Conventional,FALSE,0,TRUE,1,0,Herbicide:Outlook,Herbicide:Atrazine 4L,Herbicide:Glyfos,NA,NA,NA,NA,NA,NA,34860,240,50,240,Mn:8lbs,Poultry:2tons,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,TRUE,3,TRUE,Sprinkler,25,Conventional,John Deere,9760,45,2019-10-06,30,22680,2.5,1.3017,263.5249,202.4467,First Check,No recheck required,0,2.5,0,0,0
311*,2,219.9093,FL,I:Conventional Irrigated Class,112,2019-03-12,35000,30,8,John Deere,1700 MaxEmergePlus Vacuum,Sorghum,Amplify L+Poncho 250,TRUE,2018,Conventional,FALSE,0,TRUE,1,0,Herbicide:Outlook,Herbicide:Atrazine 4L,Herbicide:Glyphos,NA,NA,NA,NA,NA,NA,32500,240,0,200,NA,Poultry:4tons,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,FALSE,0,TRUE,4,TRUE,Sprinkler,24,Conventional,John Deere,9760,40,2019-10-05,30,23040,2.5,1.3223,290.7861,219.9093,First Check,No recheck required,0,2.5,0,0,0
146*,2,222.27440000000001,FL,G:No-Till Irrigated Class,118,2019-03-20,35000,30,8,John Deere,1700 MaxEmergePlus Vacuum,Sorghum,Amplify D+Poncho 1250,TRUE,2018,No-Till,FALSE,0,FALSE,0,75,Herbicide:Gly-4 Plus,Herbicide:Outlook,Herbicide:Glyphosate 4 Plus,Herbicide:Atrazine 4L,NA,NA,NA,NA,NA,34300,240,90,280,"B:2lbs, Mg:20lbs, Mn:6lbs",NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,FALSE,0,TRUE,3,TRUE,Sprinkler,22,No-Till,John Deere,9570,45,2019-10-05,30,26000,2.5,1.4922,331.6779,222.27440000000001,First Check,No recheck required,0,2.5,0,0,0
155*,*,201.1386,FL,G:No-Till Irrigated Class,112,2019-03-22,35000,30,8,John Deere,1700 MaxEmergePlus Vacuum,Sorghum,Amplify D+Poncho 1250,TRUE,2018,No-Till,FALSE,0,FALSE,0,80,Herbicide:Gly-4 Plus,Herbicide:Outlook,Herbicide:Glyphosate 4 Plus,Herbicide:Atrazine 4L,NA,NA,NA,NA,NA,34600,240,50,260,"B:1lbs, Mg:10lbs, Mn:6lbs",NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,FALSE,0,TRUE,4,TRUE,Sprinkler,24,No-Till,John Deere,9760,60,2019-10-05,30,25190.6664,2.5,1.4457,290.7861,201.1386,First Check,No recheck required,0,2.5,0,0,0
276*,22,249.6019,IN,B:Conventional Non-Irrigated Class,114,2019-05-27,33000,30,12,Kinze,3660,Soybeans,NA,FALSE,0,Conventional,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,0,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,Case IH,5088,100,2019-10-18,30,23946,2.5,1.3743,343.0279,249.6019,First Check,No recheck required,0,2.5,0,0,0
86*,*,267.5268,MI,G:No-Till Irrigated Class,112,2019-05-28,36000,30,16,John Deere,1770NT CCS ProXP,Soybeans,NA,TRUE,2018,No-Till,FALSE,0,FALSE,0,50,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,35000,150,100,100,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,TRUE,1,TRUE,Sprinkler,6,No-Till,John Deere,S780,110,2019-11-06,30,22928,2.5,1.3159,352.0385,267.5268,First Check,No recheck required,0,2.5,0,0,0
102*,*,274.4141,MI,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-05-15,36000,30,24,John Deere,1770NT CCS ProXP,Soybeans,NA,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,35000,150,100,100,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,TRUE,1,TRUE,Sprinkler,7,Minimum-Till,John Deere,S780,90,2019-11-06,30,26032,2.5,1.494,409.9746,274.4141,First Check,No recheck required,0,2.5,0,0,0
53*,1,284.1403,MI,G:No-Till Irrigated Class,108,2019-05-16,36000,30,24,John Deere,1770 NT CCS,Soybeans,NA,TRUE,2018,No-Till,FALSE,0,FALSE,0,50,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,35000,150,100,110,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,TRUE,1,TRUE,Sprinkler,7,No-Till,John Deere,S780,55,2019-11-20,30,26896,2.5,1.5436,438.5989,284.1403,First Check,No recheck required,0,2.5,0,0,0
174,3,262.418,WI,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",105,2019-05-05,35000,30,16,John Deere,1770 NT CCS,Soybeans,Acceleron,FALSE,0,Strip-Till,FALSE,0,FALSE,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,200,0,0,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,0,FALSE,0,TRUE,Sprinkler,3,Strip-Till,John Deere,9770 STS,60,2019-10-25,30,23456,2.5,1.3462,353.2671,262.418,First Check,No recheck required,0,2.5,0,0,0
206*,78*,258.1495,IA,B:Conventional Non-Irrigated Class,108,2019-05-07,40000,36,4,John Deere,7000,Corn,Acceleron,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Roundup PowerMax,Herbicide:Realm Q,Herbicide:Atrazine 4L,NA,NA,NA,NA,NA,NA,38000,200,0,0,S:100lbs,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,4435,30,2019-10-29,36,20564,3,1.4163,365.6171,258.1495,First Check,No recheck required,0,3,0,0,0
325*,118,242.3254,IA,B:Conventional Non-Irrigated Class,104,2019-05-14,36000,36,4,John Deere,7000,Soybeans,Acceleron,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Roundup PowerMax,Herbicide:Realm Q,Herbicide:Atrazine 4L,NA,NA,NA,NA,NA,NA,36000,200,0,0,S:100lbs,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,4435,32,2019-10-15,36,21520,3,1.4821,359.1505,242.3254,First Check,No recheck required,0,3,0,0,0
285,105,248.2319,IA,B:Conventional Non-Irrigated Class,105,2019-05-14,34000,30,6,White,8100,Corn,Acceleron,TRUE,2017,Conventional,TRUE,2,FALSE,0,0,Herbicide:Roundup PowerMax,Herbicide:Realm Q,Herbicide:Atrazine 4L,NA,NA,NA,NA,NA,NA,33000,210,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,Case IH,2377,27,2019-11-02,30,23454,2.5,1.3461,334.145,248.2319,First Check,No recheck required,0,2.5,0,0,0
67,2,275.8302,KS,G:No-Till Irrigated Class,114,2019-04-19,37500,30,16,John Deere,1770NT,Wheat/Soybeans,NA,TRUE,2018,No-Till,FALSE,0,FALSE,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,0,0,0,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,0,TRUE,5,TRUE,Drip,8,No-Till,John Deere,9770 STS,12,2019-09-06,30,23532,2.5,1.3506,372.5363,275.8302,First Check,No recheck required,0,2.5,0,0,0
108,9,253.5421,WI,D:No-Till Non-Irrigated Class,107,2019-05-15,45000,22,8,White,6100,Soybeans,Acceleron,TRUE,2018,No-Till,FALSE,0,FALSE,0,100,Herbicide:Generic Roundup,Herbicide:Resicore,Herbicide:DiFlexx,Herbicide:Roundup PowerMax,NA,NA,NA,NA,NA,43000,250,80,120,"Zn:1lbs, B:1lbs, Mn:1lbs, S:90lbs",NA,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,John Deere,9550,15,2019-12-02,22,29840,1.8333,1.2559,318.4235,253.5421,First Check,No recheck required,0,1.8333,0,0,0
96*,19,273.2587,IL,B:Conventional Non-Irrigated Class,114,2019-06-03,40000,30,24,Case IH,1250,Soybeans,Amplify L,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Roundup,Herbicide:Atrazine 4L,Herbicide:Metrabuzin,Herbicide:Bicep II Magnum,NA,NA,NA,NA,NA,38000,225,5,80,B:2null,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,Case IH,2388,40,2019-10-22,30,27678,2.5,1.5885,434.0714,273.2587,First Check,No recheck required,0,2.5,0,0,0
84,1,273.2937,WV,C:No-Till Non-Irrigated Class,115,2019-04-14,32000,30,12,John Deere,1700 MaxEmerge Vacuum,Soybeans,Amplify D+Poncho,FALSE,0,No-Till,FALSE,0,FALSE,0,65,"Herbicide:2,4-D+Roundup",NA,NA,NA,NA,NA,NA,NA,NA,34000,350,175,200,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Cat,Lexion 730,60,2019-10-05,30,22120,2.5,1.2695,346.9463,273.2937,First Check,No recheck required,0,2.5,0,0,0
99*,30*,274.6474,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-04-22,34000,30,24,John Deere,1770 NT CCS,Corn,Poncho 1250+VOTiVO,TRUE,2018,Strip-Till,FALSE,0,FALSE,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,32906,232,104,4691710,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2,TRUE,1,FALSE,0,TRUE,Sprinkler,1,Strip-Till,John Deere,S770,155,2019-10-07,30,29784,2.5,1.7094,469.4822,274.6474,First Check,No recheck required,0,2.5,0,0,0
140*,23*,239.0058,OH,D:No-Till Non-Irrigated Class,114,2019-05-08,36000,30,16,Kinze,3600,Soybeans,Acceleron+Poncho 250,TRUE,2018,No-Till,FALSE,0,FALSE,0,90,Herbicide:Volley ATZ,Herbicide:AAtrex 4L,Herbicide:Roundup PowerMax,Fungicide:Fortix,NA,NA,NA,NA,NA,36000,210,100,300,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,Case IH,5130,45,2019-10-14,30,24188.8,2.5,1.3882,331.7878,239.0058,First Check,No recheck required,0,2.5,0,0,0
200*,34,207.9724,OH,D:No-Till Non-Irrigated Class,114,2019-05-08,36000,30,16,Kinze,3600,Soybeans,Acceleron+Poncho 250,TRUE,2018,No-Till,FALSE,0,FALSE,0,90,Herbicide:Volley ATZ,Herbicide:AAtrex 4L,Herbicide:Roundup PowerMax,Fungicide:Fortix,NA,NA,NA,NA,NA,36000,210,100,300,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,FALSE,0,FALSE,NA,0,No-Till,Case IH,Axial-Flow 5088,80,2019-10-30,30,23028,2.5,1.3216,274.8563,207.9724,First Check,No recheck required,0,2.5,0,0,0
191*,13,214.5301,IL,D:No-Till Non-Irrigated Class,114,2019-06-03,40000,30,24,Case IH,1250,Soybeans,Acceleron+Poncho 250,TRUE,2015,No-Till,FALSE,0,FALSE,0,90,Herbicide:Acuron,Herbicide:Roundup PowerMax,Herbicide:Capreno,Herbicide:AAtrex 4L,NA,NA,NA,NA,NA,40000,300,104,60,S:30lbs,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,2,FALSE,0,FALSE,NA,0,No-Till,Case IH,8730,60,2019-10-14,30,24000,2.5,1.3774,295.4937,214.5301,First Check,No recheck required,0,2.5,0,0,0
164*,11*,229.9069,IL,D:No-Till Non-Irrigated Class,114,2019-06-03,40000,30,24,Case IH,1250,Soybeans,Acceleron+Poncho 250,TRUE,2015,No-Till,FALSE,0,FALSE,0,90,Herbicide:Acuron,Herbicide:Roundup PowerMax,Herbicide:Capreno,Herbicide:AAtrex 4L,NA,NA,NA,NA,NA,40000,300,104,60,S:30lbs,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,2,FALSE,0,FALSE,NA,0,No-Till,Case IH,8730,60,2019-10-14,30,24000,2.5,1.3774,316.6737,229.9069,First Check,No recheck required,0,2.5,0,0,0
262,48,251.8462,IL,B:Conventional Non-Irrigated Class,114,2019-05-21,38000,30,16,John Deere,1770NT,Soybeans,Acceleron,TRUE,2016,Conventional,TRUE,1,FALSE,0,0,Herbicide:TripleFLEX,Herbicide:Callisto+Aatrex,NA,NA,NA,NA,NA,NA,NA,38000,200,104,120,S:10lbs,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,9670,60,2019-10-07,30,28440,2.5,1.6322,411.0634,251.8462,First Check,No recheck required,0,2.5,0,0,0
441,68,216.5474,OH,B:Conventional Non-Irrigated Class,114,2019-06-02,34000,30,6,John Deere,1750 MaxEmerge Plus,Soybeans,Acceleron+Poncho 250,TRUE,2018,Conventional,TRUE,1,TRUE,1,0,Herbicide:Harness Xtra 5.6L,Herbicide:Roundup PowerMax,Fungicide:Fortix,NA,NA,NA,NA,NA,NA,34000,200,150,0,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,Case IH,Axial-Flow 5088,62,2019-11-04,30,29323.2,2.5,1.6829,364.4277,216.5474,First Check,No recheck required,0,2.5,0,0,0
53*,5,293.9148,MI,I:Conventional Irrigated Class,109,2019-05-16,36000,30,24,John Deere,1770 NT CCS,Corn,NA,TRUE,2018,Conventional,TRUE,1,TRUE,1,0,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,35000,140,90,110,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,TRUE,1,TRUE,Sprinkler,6,Conventional,John Deere,S780,80,2019-11-20,30,23648,2.5,1.3572,398.9011,293.9148,First Check,No recheck required,0,2.5,0,0,0
55*,10,271.2718,ND,A:Conventional Non-Irrigated Class,95,2019-05-19,34000,30,16,John Deere,1770NT,Soybeans,Poncho 1250+VOTiVO,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Class Act NG,Herbicide:Armezon Pro,Herbicide:Atrazine 4L,Herbicide:Roundup PowerMax,Herbicide:Interlock,NA,NA,NA,NA,34000,140,75,20,"S:20lbs, Zn:8lbs",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,140,2019-11-25,30,53936,2.5,3.0955,839.7219,271.2718,First Check,No recheck required,0,2.5,0,0,0
14*,5*,295.0509,ND,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",94,2019-05-20,32000,30,16,John Deere,1770NT,Soybeans,Poncho 1250+VOTiVO,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,Herbicide:Class Act NG,Herbicide:Armezon Pro,Herbicide:Atrazine 4L,Herbicide:Roundup PowerMax,Herbicide:Interlock,NA,NA,NA,NA,32000,140,75,20,"S:20lbs, Zn:8lbs",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Minimum-Till,John Deere,S680,30,2019-11-24,30,49200,2.5,2.8237,833.1352,295.0509,First Check,No recheck required,0,2.5,0,0,0
48*,8,272.3001,ND,A:Conventional Non-Irrigated Class,92,2019-05-14,32000,30,16,John Deere,1770NT,Soybeans,Poncho 1250+VOTiVO,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Class Act NG,Herbicide:Armezon Pro,Herbicide:Atrazine 4L,Herbicide:Roundup PowerMax,Herbicide:Interlock,NA,NA,NA,NA,33000,140,75,20,"S:20lbs, Zn:8lbs",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,140,2019-11-18,30,45792,2.5,2.6281,715.6319,272.3001,First Check,No recheck required,0,2.5,0,0,0
11*,4*,298.7904,ND,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",91,2019-05-16,32000,30,16,John Deere,1770NT,Soybeans,Poncho 1250+VOTiVO,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,Herbicide:Class Act NG,Herbicide:Armezon Pro,Herbicide:Atrazine 4L,Herbicide:Roundup PowerMax,Herbicide:Interlock,NA,NA,NA,NA,33000,140,75,20,"S:20lbs, Zn:8lbs",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Minimum-Till,John Deere,S680,145,2019-11-19,30,51768,2.5,2.9711,887.7363,298.7904,First Check,No recheck required,0,2.5,0,0,0
32*,3,282.3272,ND,A:Conventional Non-Irrigated Class,91,2019-05-18,32000,30,16,John Deere,1770NT,Soybeans,Poncho 1250+VOTiVO,FALSE,0,Conventional,TRUE,1,FALSE,0,0,Herbicide:Class Act NG,Herbicide:Armezon Pro,Herbicide:Atrazine 4L,Herbicide:Roundup PowerMax,Herbicide:Interlock,NA,NA,NA,NA,33000,140,75,20,"S:20lbs, Zn:8lbs",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Conventional,John Deere,S680,155,2019-11-19,30,41520,2.5,2.3829,672.7574,282.3272,First Check,No recheck required,0,2.5,0,0,0
19*,6,291.383,ND,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",91,2019-05-19,32000,30,16,John Deere,1770NT,Soybeans,Poncho 1250+VOTiVO,FALSE,0,Minimum-Till,TRUE,1,FALSE,0,0,Herbicide:Class Act NG,Herbicide:Armezon Pro,Herbicide:Atrazine 4L,Herbicide:Roundup PowerMax,Herbicide:Interlock,NA,NA,NA,NA,33000,140,75,20,"S:20lbs, Zn:8lbs",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,NA,0,Minimum-Till,John Deere,S680,140,2019-11-20,30,49680,2.5,2.8512,830.7912,291.383,First Check,No recheck required,0,2.5,0,0,0
357,24,237.0327,IN,B:Conventional Non-Irrigated Class,109,2019-05-01,40000,30,16,John Deere,1770,Corn,NA,TRUE,2016,Conventional,TRUE,1,TRUE,1,0,Insecticide:Capture LFR,Herbicide:AAtrex 4L,Herbicide:Capreno,Herbicide:Roundup WeatherMax,NA,NA,NA,NA,NA,39000,250,250,100,"Zn:5lbs, Ag:5lbs",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,S770,25,2019-09-13,30,22285.3336,2.5,1.279,303.1648,237.0327,First Check,No recheck required,0,2.5,0,0,0
157*,56*,264.975,IA,B:Conventional Non-Irrigated Class,106,2019-05-15,35500,30,24,John Deere,1770 NT CCS,Soybeans,Acceleron,TRUE,2016,Conventional,TRUE,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,200,0,0,NA,Cattle:15tons,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,0,FALSE,0,FALSE,NA,0,Conventional,John Deere,S670,51,2019-11-01,30,25825.6,2.5,1.4822,392.746,264.975,First Check,No recheck required,0,2.5,0,0,0
83*,*,268.4653,MI,G:No-Till Irrigated Class,112,2019-05-14,36000,30,16,John Deere,1770 Drawn CCS MaxEmerge,Corn,NA,FALSE,0,No-Till,FALSE,0,FALSE,0,60,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,35000,150,100,100,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,TRUE,1,TRUE,Sprinkler,6,No-Till,John Deere,S780,35,2019-11-06,30,22848,2.5,1.3113,352.0385,268.4653,First Check,No recheck required,0,2.5,0,0,0
97*,*,274.7872,MI,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-05-14,36000,30,16,John Deere,1770 Drawn CCS MaxEmerge,Corn,NA,TRUE,2018,Minimum-Till,TRUE,1,FALSE,0,0,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,35000,150,100,100,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,TRUE,1,TRUE,Sprinkler,7,Minimum-Till,John Deere,S780,110,2019-11-06,30,25568,2.5,1.4674,403.2227,274.7872,First Check,No recheck required,0,2.5,0,0,0
52*,1,286.828,MI,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",106,2019-05-15,36000,30,24,John Deere,1770NT CCS ProXP,Corn,NA,TRUE,2018,Minimum-Till,TRUE,1,FALSE,0,0,Herbicide:Acuron,NA,NA,NA,NA,NA,NA,NA,NA,35000,130,80,100,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,TRUE,1,TRUE,1,TRUE,Sprinkler,6,Minimum-Till,John Deere,S780,205,2019-11-20,30,22032,2.5,1.2645,362.694,286.828,First Check,No recheck required,0,2.5,0,0,0
225,19,256.0795,IN,B:Conventional Non-Irrigated Class,119,2019-05-08,40000,30,8,John Deere,1770NT CCS ProXP,Corn,Acceleron,TRUE,2016,Conventional,TRUE,1,TRUE,1,0,Herbicide:Capreno,Herbicide:Roundup WeatherMax,Herbicide:AAtrex 4L,Insecticide:Capture LFR,NA,NA,NA,NA,NA,40000,250,250,100,"S:5lbs, Zn:5lbs",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,S770,40,2019-09-13,30,27858.4,2.5,1.5989,409.4455,256.0795,First Check,No recheck required,0,2.5,0,0,0
160,15,264.5189,IN,B:Conventional Non-Irrigated Class,113,2019-05-08,40000,30,16,John Deere,1770NT CCS ProXP,Wheat/Soybeans,Acceleron,TRUE,2016,Conventional,TRUE,1,TRUE,1,0,Herbicide:Capreno,Herbicide:Roundup WeatherMax,Herbicide:AAtrex 4L,Insecticide:Capture LFR,NA,NA,NA,NA,NA,40000,250,250,100,"Zn:5lbs, S:5lbs",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,2,FALSE,0,FALSE,NA,0,Conventional,John Deere,S770,40,2019-09-16,30,27284,2.5,1.5659,414.2101,264.5189,First Check,No recheck required,0,2.5,0,0,0
24,4,297.8229,KY,C:No-Till Non-Irrigated Class,114,2019-03-28,32300,30,16,Kinze,3600,Corn,Lumivia + Raxil,FALSE,0,No-Till,FALSE,0,FALSE,0,75,Herbicide:Bicep II Magnum,Herbicide:Roundup,Herbicide:Roundup,NA,NA,NA,NA,NA,NA,27000,248,94,130,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,0,FALSE,0,FALSE,NA,0,No-Till,Claas,Lexion 740,12,2019-09-20,30,22464,2.5,1.2893,383.9831,297.8229,First Check,No recheck required,0,2.5,0,0,0
